==================================
===      ebay-tqs      ===
==================================
==================================
===      Amazon-wsd      ===
==================================
		0.832
6HMP-8-SHPOWLEGL28-6-YETI-2030		1.248
9RUL-8-COLOR86-3-METE50CM		7.904
8HMP-3-FUGOLDEN25-8-SPS4		2.288
0HMP-8-LIM-002GALAXY86-7-PS4S		2.3295999
3HMP-6-STAWAR88-2-S0X1		2.08
2BSH-KHA-ROPE-PSTL-76PSTL		1.664
6DL-6-MTLX-RED23-3-SPRT		4.16
8XDYW-7-WRIST-BAL-BLK16-8-SPRO		2.08
8HMP-8-GLFYETDOG63-6-YETI-2030		1.248
SAR6-GRELEAF-LEGIN67		3.536
0HMP-1-LITWAV16-6-HOVER		2.184
6HMP-5-REVIL77-8-SPS4		2.288
3HMP-5-BATMAN16-5-S0P4		2.288
8SA6-5-2LYRVTBAR-GRN27-6-NKLC		1.352
7HMP-6-LIM-WOODEN95-2-PS4S		2.3295999
9HMP-0-KINHERT12-9-SPS4		2.288
0RUL-1-WHITE39-8-METE30CM		5.824
6HMP-3-JOMAN968-0-S0P3		1.248
6SAA-6-11MUL-GLD75-5-BRAL		4.16
7SAA-6-3CITYCRS-GLD62-5-NECK		4.888
7XDYW-6-WRIST-BAL-BLU82-6-SPRO		2.08
6HMP-8-DOODLE28-2-S0SW		1.664
5SZXY-8-SGN-SCORP67-6-NEKL		4.68
1HMP-8-SUHEROES58-9-C0P3		0.312
2SLQ-0-BLND-23FT86-5-SPOR		11.336
6YKM-0-36IN-WH73-2-HOMECMSBG		3.2656
5HMP-6-RAINBW66-5-HOVER-T1		2.288
7HMP-2-DEDPOL38-3-SPS4		2.288
1ZHF-3-BLUE66-2-P4BTN-BUTN		1.248
6HMP-2-SWORDA21-7-SPS4		2.288
3SZXY-7-SGN-VIRGO97-7-NEKL		4.68
5ZHF-0-BLACK12-6-P4BTN-THUM		1.248
6SZXY-5-SGN-CANCE97-8-NEKL		4.68
0HMP-5-STARWAR31-3-C0P3		0.312
7FYH-6-25IN-GLD80-6-HOMECMSBL		1.872
8HMP-2-EAGDERHUT63-8-YETI-2030		1.248
0XGS-2-BKGR87-6-HOVERSISK		3.328
7HMP-5-LIM-WEEDS16-0-PS4S		2.3295999
0FYH-3-25IN-SLV33-1-HOMECMSBL		1.872
2DL-1-MTLY-BLU20-7-SPRT		9.36
6ZHF-6-PURPL92-0-P4BTN-THUM		1.248
0NLW-5-BKEBEL-LV-BLU83-3-SPRT		0.24960001
3HMP-8-LIM-SBLUEFIRE57-6-PS4S		2.3295999
1HMP-1-VATBOY53-0-SPS4		2.288
1RUL-8-WHITE71-0-METE50CM		7.904
SAR6-BEAR-LEGIN38		1.248
8HXL-0-WAVE-BRTGREN58-1-BAKET		8.736
9HMP-2-TOKYOGL87-3-SPS4		2.288
8RUSS-8-15MBLU93-8MD6-ROP		13.52
3NLW-1-BKEBEL-BM-BLK19-6-SPRT		3.536
0DL-1-MTLY-RED68-7-SPRT		9.36
6HMP-0-AMERFLAG51-8-YETI-10OZ		1.248
8LQ-L56-6-SPRT		5.616
8SA6-6-2LYRVTBAR-BLK56-1-NKLC		1.352
6RUSS-2-MD--FLAT-6M20-7-RPO		9.3392
6NLW-1-BKEBEL-LV-GRE76-3-SPRT		0.24960001
2HMP-7-LITWAV67-0-HOVER-T5		2.288
5ZHF-2-PURPL68-1-P4BTN-DPAD		1.56
6RUSS-1-15MWMW92-8MD5-ROP		14.144
1HMP-0-PURPPINK67-0-YETI-10OZ		1.248
6ZHF-7-COLOR82-6-P4BTN-BUTN		1.248
SAR6-GOLSCALE-LEGIN03		2.392
7HMP-9-VATBOY06-2-SPS4		2.288
5FYH-0-32IN-SLV73-8-HOMECMSBL		3.12
SAR6-GOLDCOLR-LEGIN22		2.496
7HMP-1-BLFIRE82-5-S0SW		1.664
2BSH-GRN-ROPE-PSTL-28ROPE		1.664
7YKM-0-36IN-RED38-3-HOMECMSBG		3.2656
6HMP-5-005GALAXY87-0-SPS4		2.288
9RUL-8-WHITE59-5-GNET2030		5.824
6DL-6-PLAS-BLK69-2-SPRT		2.496
8SRAA-5-TPPI-BONELG26-6-LGIN__S		0.0
1HMP-0-STASTRIP58-5-S0SW		1.664
2RUSS-1-15MPUM82-8MD5-ROP		14.144
7NLW-3-BKEBEL-RE-SILV27-7-SPRT		0.4576
7HMP-5-CAROPAT63-3-S0X1		2.08
2ZHF-6-SIVER96-8-P4BTN-THUM		1.248
8SRAA-5-TPPI-BONELG26-6-LGIN__M		0.0
8SRAA-5-TPPI-BONELG26-6-LGIN__L		0.0
6SRAA-0-TPPI-FLESH26-7-LGIN__S		0.0
5HMP-8-SUHEROES13-6-C0X1		0.312
6GPY-5-CHRT-TREE-21M30-8-HOE		17.68
SAR6-SQUARE-LEGIN03		3.536
6SRAA-0-TPPI-FLESH26-7-LGIN__L		0.0
6SRAA-0-TPPI-FLESH26-7-LGIN__M		0.0
6ZCX-CHE-RING-BIK-57SPRT		0.14559999
3HMP-8-STARWAR65-1-S0P4		2.288
7HMP-6-BATMAN29-0-S0X1		2.08
1NLW-0-BKEBEL-BM-SILV87-0-SPRT		3.536
1HMP-0-DEDPOL33-0-S0X1		2.08
6ZHF-7-RED68-7-P4BTN-THUM		1.248
5HXL-6-WAVE-WHITE61-8-BAKET		8.736
0HMP-8-PEKOPERA78-2-YETI-2030		1.248
6HMP-5-VATBOY58-2-C0P4		0.312
6ZHF-6-BLACK51-6-P4BTN-DPAD		1.56
0SLQ-7-BLND-10FT22-2-SPOR		5.096
9HMP-9-GOLDEN76-5-S0P4		2.288
0RUL-0-PINK15-6-GNET1515		4.576
2HMP-1-VATBOY69-6-S0X1		2.08
6XDYW-6-WRIST-BAL-CLR93-3-SPRO		2.08
8HMP-9-STARWAR51-8-C0X1		0.312
6HMP-0-LIM-GOLDEN13-3-PS4S		2.3295999
7XGS-1-BLACK58-6-HOVERSISK		3.328
6LSL-5BLA-47IN-ARMBAND-21IPHON		1.04
6SAA-8-TPC-SLV37-8-NECK		5.2
TRECDL81-10P-LZL296		9.88
2HMP-8-LIM-REVIL77-3-PS4S		2.3295999
6ZHF-7-RED57-5-P4BTN-DPAD		1.56
7RUL-7-WARMW80-2-GNET2030		5.824
5HMP-8-NEBULA86-1-C0X1		0.312
1HMP-8-DEDPOL13-2-SPS4		2.288
2MGMC-1-BTRVE-SILV58-8-ELTC		9.36
7HMP-0-STARS36-1-S0SW		1.664
6XGS-7-PINK81-1-HOVERSISK		3.328
1HXL-3-SCALE-PURP19-0-BAKET		8.736
5HMP-5-LIM-BTLFLG29-0-PS4S		2.3295999
1RUSS-6-12MWMW66-8MD3-ROP		11.648
8LQ-M20-1-SPRT		4.576
5HXL-5-SCALE-BRTGREN53-1-BAKET		8.736
2HMP-0-MINCFT66-3-C0X1		0.312
2ZHF-7-ROSRD65-8-P4BTN-BUTN		1.248
2AT-5-SLV-10P66-6-WINCDL		10.7744
2DL-1-BKHOLD-HD-BLK81-0-SPRT		1.664
5HMP-5-CPSBOTFIG10-3-YETI-2030		1.248
5BL-8-OUTDOOR36-1-PROJECTLGT		7.488
6HMP-7-RBODOD93-6-S0SW		1.664
0ZHF-3-SIVER21-8-P4BTN-BUTN		1.248
9HM-2-VAULTBOY37-LIGTBAR		0.7488
6HMP-1-TORNFLAG68-2-C0P4		0.312
3HMP-0-STARS36-6-HOVER-T5		2.288
0ZHF-7-BLUE51-3-P4BTN-THUM		1.248
1HMP-3-MINCFT17-7-C0P4		0.312
2HMP-3-MINCFT50-8-C0X3		0.312
7HMP-7-VATBOY68-7-S0X1		2.08
2HMP-5-EMOJI50-6-HOVER-T5		2.288
2HMP-0-RBOWAV16-6-S0SW		1.664
8HMP-8-DEDPOL93-8-SPS4		2.288
7HMP-3-LIM-DEDPOL56-6-PS4S		2.3295999
2SA6-6-MISTN-LOG39-3-ER		1.1855999
5HMP-2-LIM-KINHERT60-3-PS4S		2.3295999
1LSL-7-47IN-ARMBAND-38IPHON		0.728
1HMP-1-UNIVER31-2-HOVER		2.184
2HMP-3-PURLIT52-7-HOVER-T5		2.288
5HMP-3-BOATREDOG80-6-YETI-2030		1.248
3HMP-6-WALDAYL36-2-S0X1		2.08
1RUSS-3-12MCLR96-8MD6-ROP		11.024
7RUSS-6-9MWMW98-8MD6-ROP		9.152
5HMP-9-BLUFRE28-7-HOVER		2.184
3RUSS-3-12MBLU83-8MD2-ROP		11.024
TRECDL60-6P-LZL869		6.136
1XLY-2-HNDSPN-RED16-6-TOY		3.12
2HMP-7-SUHEROES05-7-C0X3		0.312
7FYH-8-25IN-BLU73-2-HOMECMSBL		1.872
1HMP-2-STASTRP89-1-SPX1		2.08
5PGS-6-90MM21-8-WALSAVR		1.63904
8SAA-7-MUL3TRG -GLD67-6-NECK		6.656
5SAA-1-CRT-SLV18-5-6STRN		2.808
0HMP-1-JOBTMAN39-3-C0P4		0.312
0HMP-1-STARWAR81-1-C0P4		0.312
5HYW-5-CANY-6PCS55-2-ED		7.9456
1SA6-6-METALGLD91-0-CHKR		2.5895998
3HMP-7-LIM-NIKELGO87-7-PS4S		2.3295999
0HMP-2-SKLREAGHT77-6-YETI-2030		1.248
6ZHF-6-PURPL11-7-P4BTN-BUTN		1.248
8RUL-6-GREN39-9-GNET2030		5.824
1HMP-5-RAINBW96-9-HOVER		2.184
8HMP-8-DRAGBALL18-7-SPS4		2.288
6HMP-1-LIM-005GALAXY52-8-PS4S		2.3295999
3RUSS-2-6MBLU26-8MD1-ROP		6.24
5HMP-1-RAINBOW76-1-S0SW		1.664
3HMP-8-BTMAN93-6-SPS4		2.288
0HMP-0-BLRED63-8-S0SW		1.664
1LSL-2-55IN-ARMBAND-62IPHON		0.728
0NLW-2-BKEBEL-LV-BLK77-6-SPRT		0.24960001
6YKM-5-25IN-WH73-1-HOMECMSBG		2.4336
8SA6-2-TRIA-CSTL81-7-ER		1.0753601
3SZXY-3-SGN-LIBRA86-7-NEKL		4.68
5HMP-8-LIOELEDER78-8-YETI-2030		1.248
0HMP-5-003GALAXY57-7-SPS4		2.288
1RUL-1-WARMW87-2-GNET1515		4.576
8RUL-0-BLUE29-1-METE30CM		5.824
1PGS-6-65MM82-6-WALSAVR		1.3270401
1DL-6-MTLX-BLU35-7-SPRT		4.16
0SAA-6-MUL3TRG -SLV65-2-ERIN		2.08
6LQ-S92-8-SPRT		3.328
3HMP-0-VATBOY59-8-C0P4		0.312
8HMP-9-STARWAR95-9-SPS4		2.288
5HMP-7-REDBLD82-1-S0X1		2.08
3TSION-5-CALLOFD72-LIGTBAR		0.7488
2YJG-7-WATMELN98-1-KNIFE		0.728
7NLW-6-BKEBEL-LV-RED91-7-SPRT		0.24960001
0HMP-1-FLGTREHUT39-6-YETI-2030		1.248
5HG-0-SEL-BLU10-0-SPTCVR		3.328
7HMP-0-STARS32-7-HOVER		2.184
6ZHF-6-GOLD30-5-P4BTN-THUM		1.248
1SZXY-8-SGN-SAGIT33-7-NEKL		4.68
5HMP-2-BLUFRE69-2-HOVER-TRX2		2.288
7XGS-2-WHITE17-7-HOVERSISK		3.328
7HMP-6-STARS93-8-HOVER-TRX2		2.288
6SRAA-0-TPPI-LETTER73-3-LGIN__L		0.0
6SRAA-0-TPPI-LETTER73-3-LGIN__M		0.0
5RUL-1-COLOR21-1-GNET1515		4.576
3HYW-5-CANY-10PCS61-0-ED		10.8368
5RUL-1-WARMW58-9-METE30CM		5.824
7HMP-6-PURLIT62-8-HOVER-TRX2		2.288
5HMP-6-NEBULA97-9-HOVER		2.184
3YKM-1-30IN-RED68-7-HOMECMSBG		2.8496
8HXL-2-WAVE-SEABLUE68-1-BAKET		8.736
6SRAA-0-TPPI-LETTER73-3-LGIN__S		0.0
1WZL-6-TORN63-0-S0X1		2.08
0SAA-2-TASSE-SLV26-2-ERIN		2.08
8HMP-3-STARWAR85-9-S0P4		2.288
2RUL-0-PURPL06-7-GNET1515		4.576
3HMP-0-VATBOY55-7-SPS4		2.288
9HMP-6-REDBLK39-9-S0P4		2.288
8HMP-8-ZELDA63-2-S0SW		1.664
SAR6-METGOLD-LEGIN03		2.496
5XLY-5-HNDSPN-BLACK67-7-TOY		3.12
0HMP-0-NEOSPAT13-0-HOVER		2.184
6HM-7-STARWAR01-LIGTBAR		0.7488
3SAA-0-DOULAY-GLD16-6-NECK		2.808
2XLY-2-HNDSPN-YELLOW72-7-TOY		3.12
2HMP-5-WHITE76-3-S0X1		2.08
0RUL-2-YELLW59-2-GNET1515		4.576
6FYH-0-32IN-BLU65-0-HOMECMSBL		3.12
SAR6-METSILR-LEGIN17		2.496
SAR6-MBLASTRPS-LEGIN07		6.656
5HMP-8-BLACHV70-8-HOVER		2.184
SAR6-PURSCALE-LEGIN12		2.392
6RUL-9-GREN61-9-GNET1515		4.576
6AT-7-SLV-6P87-5-WINCDL		6.6976004
SAR6-SKLUSCALE-LEGIN66		2.392
SAR6-METLBLA-LEGIN51		2.496
6ZCX-BLA-RING-BIK-55SPRT		0.14559999
1XGS-1-BLUE50-8-HOVERSISK		3.328
8SAA-1-8PT-GLD22-1-ERIN3		2.808
5HMP-1-BLUFRE30-6-HOVER-T5		2.288
SAR6-BLALSTIR-LEGIN33		1.248
6RUL-6-BLUE51-7-GNET2030		5.824
0PGS-1-4X90MM60-0-WallPads		3.27808
5SA6-6-PUNKMTL-SLV33-3-CHKR		1.7784001
7HMP-5-MINCFT53-8-C0P3		0.312
9HMP-0-PURLIT39-9-HOVER		2.184
2SZXY-6-0SGN-LE36-7-NEKL		4.68
8RUL-2-BLUE23-0-GNET1515		4.576
7HMP-0-ROSEGREN18-8-YETI-10OZ		1.248
6XLY-1-HNDSPN-GREEN66-1-TOY		3.12
6NQYW-6-24IN-GRN36-0-WREATH		14.56
6ZCX-ROE-RING-BIK-86SPRT		0.14559999
1RUSS-2-MD--FLAT-12M81-2-RPO		15.08
1HMP-7-004GALAXY61-2-SPS4		2.288
6NLW-1-BKEBEL-SM-SILV62-8-SPRT		2.912
0HMP-0-ZELDA52-5-S0SW		1.664
8RUL-9-COLOR26-3-METE30CM		5.824
6NLW-8-BKEBEL-SM-BLK75-6-SPRT		2.912
2HMP-7-VATBOY97-8-SPS4		2.288
8AT-2-IVY-6P76-7-WINCDL		6.1152
5HMP-1-STARWAR59-3-C0X3		0.312
5SLQ-7-BLND-13FT92-3-SPOR		6.656
SAR6-BLUSCALE-LEGIN35		2.392
SAR6-LBLASTRPS-LEGIN79		6.656
3HMP-7-NIKLGO23-7-SPS4		2.288
3HMP-6-EMOJI93-6-HOVER-TRX2		2.288
2HMP-6-LIM-WEDBLK90-6-PS4S		2.3295999
7HMP-5-BATMAN86-3-S0X1		2.08
0HMP-8-STARS88-3-HOVER-T1		2.288
2HMP-0-WOODEN31-6-S0P4		2.288
0HMP-3-AJORDA393-3-SPS4		2.288
8TSION-8-JORDAR22-LIGTBAR		0.7488
5HMP-3-LIM-TORNFLAG63-3-PS4S		2.3295999
5HMP-6-RAINBW91-3-HOVER-TRX2		2.288
5RUSS-2-6MPUM97-8MD5-ROP		6.656
SAR6-KITTY-LEGIN65		1.248
6HMP-7-BATMAN59-1-S0X1		2.08
0HMP-2-ZELDA27-2-S0SW		1.664
6HMP-6-LIM-SPMAN18-6-PS4S		2.3295999
5SZXY-0-SGN-PISCE62-7-NEKL		4.68
2TSION-0-SPIDMAN59-LIGTBAR		0.7488
1HMP-0-PLYSTA435-1-SPS4		2.288
9HMP-3-VATBOY85-1-SPS4		2.288
3HMP-3-GLODEN78-2-S0X1		2.08
1HMP-1-BLUFIRE60-7-S0P4		2.288
5RUL-5-WHITE68-6-GNET1515		4.576
7HMP-2-METGEAR36-6-S0P4		2.288
7HMP-0-SPIDERMAN36-9-SPS4		2.288
SAR6-METBLUE-LEGIN61		2.496
7HMP-8-P4LOGO63-7-SPS4		2.288
2HMP-5-FIFVII81-0-SPS4		2.288
2ZHF-3-GREEN90-7-P4BTN-THUM		1.248
7HMP-7-GREFRE73-6-HOVER-T5		2.288
5ZHF-6-GOLD62-6-P4BTN-BUTN		1.248
2RUL-7-RED01-1-GNET1515		4.576
6AT-6-IVY-10P57-2-WINCDL		9.984
0AT-7-GLD-2P18-3-WINCDL		2.5792
0YKM-5-30IN-WH86-6-HOMECMSBG		2.8496
6DL-3-MTLX-BLK59-6-SPRT		4.16
1HMP-7-LIM-BLUFIRE29-6-PS4S		2.3295999
0RUSS-6-9MPUM19-8MD3-ROP		9.152
5NLW-7-BKELCK-CHAIN39-8-SPRT		3.328
7HMP-0-STASTRIP81-5-HOVER		2.184
2LINZL-5-CCLT-ELD-2PCS87-2-HOE		5.824
8PGS-5-2X65MM32-7-WallPads		2.6540802
0XGS-1-BKRD86-3-HOVERSISK		3.328
2BSH-BLA-ROPE-PSTL-79SPRT		1.664
6FYH-5-32IN-GLD60-0-HOMECMSBL		3.12
8HMP-7-BTLFLG80-1-YETI-10OZ		1.248
3HMP-8-EMOJI67-8-S0SW		1.664
8HMP-8-LITWAV16-5-HOVER-TRX2		2.288
8FYH-1-25IN-RED26-6-HOMECMSBL		1.872
9RUL-2-RED93-5-GNET2030		5.824
3HMP-5-VATBOY09-5-SPS4		2.288
8NLW-7-BKELCK-RING68-6-SPRT		2.496
6ZCX-BLE-RING-BIK-93SPRT		0.14559999
5HMP-0-PRINTED86-5-C0X1		0.312
6HMP-6-SUFRUDBOT68-3-YETI-2030		1.248
5XLY-7-HNDSPN-WHITE66-2-TOY		3.12
0HMP-7-002GALAXY59-5-SPS4		2.288
7HMP-3-CABOBL50-5-S0SW		1.664
6NLW-8-BKEBEL-LV-PUR76-1-SPRT		0.24960001
SAR6-NOCARTOON-LEGIN09		1.248
SAR6-HEART-LEGIN18		1.248
3HMP-5-GREFRE63-5-HOVER-T1		2.288
0AT-2-IVY-2P92-6-WINCDL		2.4128
6SAA-3-8MURL-DNGL-GLD63-0-BRAL		4.16
1SAA-1-5CITY-GLD67-8-NECK		4.368
6AT-6-SLV-2P86-6-WINCDL		2.5792
6HMP-9-MOBSUIT59-1-S0X1		2.08
2HMP-5-RBOSTRIP65-1-S0SW		1.664
6HMP-8-FLGCOPDER82-8-YETI-2030		1.248
2HMP-6-DODEERHUT50-6-YETI-2030		1.248
2HMP-7-EMOJI96-6-HOVER-T1		2.288
0FLSH-5-25MM92-9-CABL		0.39519998
1SAA-6-11MUL-SLV91-1-BRAL		4.16
3HMP-0-GREFRE50-8-HOVER		2.184
8HMP-1-TSMI22-0-C0P4		0.312
0PGS-1-4X65MM53-0-WallPads		2.6540802
5FYH-5-32IN-RED16-2-HOMECMSBL		3.12
5HMP-6-BATMAN39-8-SPS4		2.288
8HMP-6-001GALAXY82-6-SPS4		2.288
6ZHF-8-BLUE90-6-P4BTN-DPAD		1.56
2SA6-6-ASYFYHST-SLV19-6-BCLT		1.5807999
6FLSH-8-35MM25-2-CABL		0.39519998
5HMP-6-UNIVER25-7-C0P4		0.312
5HMP-1-BLPRLIN86-7-S0X1		2.08
3SZXY-1-SGN-TAURU86-3-NEKL		4.68
6HMP-6-LIM-BIOH16-3-PS4S		2.3295999
5ZHF-6-GREEN33-6-P4BTN-DPAD		1.56
9HMP-7-BATMAN35-1-S0P4		2.288
0HMP-6-JOBTMAN03-2-C0X1		0.312
8AT-3-GLD-10P85-3-WINCDL		10.7744
2ZHF-5-BLACK97-7-P4BTN-BUTN		1.248
9HMP-1-JOBTMAN96-7-C0P3		0.312
7NLW-5-BKEBEL-LV-YEL81-1-SPRT		0.24960001
2HMP-0-CAMWEED57-5-YETI-10OZ		1.248
6HMP-2-LIM-UNIVER56-6-PS4S		2.3295999
1RUSS-0-9MBLU56-8MD3-ROP		8.736
3ZHF-2-SIVER82-5-P4BTN-DPAD		1.56
5HMP-6-MARIO61-6-S0SW		1.664
1HMP-3-BLULIT03-7-HOVER		2.184
8WJ-2-INDOOR39-5-PROJECTLGT		18.304
0HMP-7-BLFIRE72-7-S0SW		1.664
5JSPGOLD-TOOTH-65JEW		2.496
8HM-0-DRAGONB76-LIGTBAR		0.7488
1HG-2-WLE-PNK68-8-SPTCVR		3.328
1HMP-0-DRAGBZ68-3-SPS4		2.288
5SZXY-7-SGN-ARIES70-2-NEKL		4.68
1SAA-0-BOH-GLD69-1-ERIN3		3.12
8FYH-6-25IN-PPL57-7-HOMECMSBL		1.872
2HMP-5-BATMAN95-3-S0X1		2.08
7NLW-5-BKEBEL-LV-SILV76-3-SPRT		0.24960001
2SAA-2-BOH-SLV63-2-ERIN3		3.12
6SZXY-2-SGN-AQUAR68-8-NEKL		4.68
5ZHF-3-RED91-5-P4BTN-BUTN		1.248
6HMP-3-GOLDEN95-6-S0SW		1.664
6TSION-7-STARWAR01-LIGTBAR		0.7488
6RUL-8-WARMW20-5-METE50CM		7.904
8RUSS-8-12MPUM76-8MD8-ROP		11.648
5HMP-3-ANCBOTLGH69-5-YETI-2030		1.248
1HMP-0-CALLOFD05-5-S0P4		2.288
8HMP-3-PURLIT72-3-HOVER-T1		2.288
5HMP-1-FULLGREEN90-6-YETI-10OZ		1.248
7HG-2-EPT-BLU16-6-SPTCVR		1.7055999
9RUL-3-BLUE08-7-METE50CM		7.904
9HMP-7-STARWAR27-1-S0P4		2.288
1HG-0-SEL-PIN72-3-SPTCVR		3.328
6XLY-6-HNDSPN-BLUE57-5-TOY		3.12
2RUSS-7-9MCLR91-8MD6-ROP		8.736
3SA6-2-PUNKMTL-GLD92-7-CHKR		1.7784001
8SA6-1-PULAT-5CHN31-6-NKLC		3.1615999
3SZXY-6-SGN-CAPRI57-3-NEKL		4.68
0HMP-1-STASTRIP96-3-HOVER-T1		2.288
0RUL-1-YELLW77-0-GNET2030		5.824
7HG-1-WLE-BLU66-8-SPTCVR		3.328
0NLW-8-BKEBEL-RE-GLD29-5-SPRT		0.4576
==================================
===      ebay-ss      ===
==================================
		0.832
YETI-203068-SKLREAGHT-HMT960		1.248
HOVERSISK78-BLWT-XGS522		3.328
AA0704J-S		14.352
5-BT-CB-2RD32FT-BT-RD10M__CNUS		2.08
XB1267-BIGBAN289-181HMT		0.312
HOVER38-GREFRE-HMT259		2.184
ROP67-12MBLU-MD696		11.024
NEC86-TIPC-SLV-SAR576		5.2
HOVER92-BLACHV-HMT655		2.184
LE12-CANE-10PCS-HYZ160		10.8368
X36S510-BLUFR608-610HMT		2.08
XB1229-SPMAN023-579HMT		0.312
HOVER71-STASTRIP-HMT696		2.184
HOVER-T186-RAINBW-HMT602		2.288
PIN866-PRLSLV88-SAR3		0.936
XB1717-ASCBF337-302HMT		2.08
HOM26-CRTBAL-25IN-RED-FJYH651		1.872
HOVER-T116-STASTRIP-HMT100		2.288
PS3SISK-BLK85RED-SZLC23		0.832
X36S938-MINC891-190HMT		2.08
S0X180-BNDT-HMT369		2.08
SPTCVR17-SEL-PIN-DGHS332		3.328
NKERBRRG003762-TQBSET383-137AAA		3.224
X36S993-LEGVG235-672HMT		2.08
SPS496-BLUEFIRE-HMT211		2.288
X36S779-HALO331-562HMT		2.08
C0X373-BLUEXP-HMT166		0.312
033132010-721S		11.232
XB1821-DEDPOL788-992HMPT		2.08
033132010-721M		11.232
033132010-721L		11.232
SPS456-CALDUT-HMT237		2.288
SPORT53-MTLX-BLK-HDL315		4.16
C0P416-BLUEEXPL-HMT622		0.312
S0SW71-ZELDA-HMT893		1.664
ROP78-9MBLU-MD877		8.736
PS4S69-SLM-002GALAXY-HMT285		2.3295999
LEGIN61-METGOLD-SAR6		2.496
5528662-5411001-5101-113009		7.904
C0X176-FLGHORZ-HMT727		0.312
XB1615-GOD321-922SZH		2.08
5528362-4702001-1501-908001		3.328
C0X127-FLGSLNT-HMT277		0.312
C0X350-SKULRED-HMT531		0.312
BRAC17-PRL8ML-DNGL-GLD-SAR593		4.16
HOVER-T557-PURLIT-HMT196		2.288
YETI-10OZ66-BTLFLG-HMT679		1.248
PS4319-NBA295-617HMT		2.288
X36S281-ASSAN893-210HMT		2.08
PS3S281-BATHM682-552HMT		1.248
AA0704J-M		14.352
AA0704J-L		14.352
PS4853-LEGVG222-078HMT		2.288
5-GZPGS92-LOCK68-4L1K633-SS		4.472
SPS436-PLYSTA-HMT638		2.288
LEGIN32-BLUSCALE-SAR6		2.392
S0X338-TSMI-HMT800		2.08
SS-2GRYPINK-MRSTEAZZ-7-TEA-225		0.0
XB1606-JOBAT563-820HMT		2.08
S0X196-GHOS-HMT531		2.08
RO90-MM-FLAT-12M-RUSE226		15.08
8262032-0003-69491201-086		0.39519998
X36S276-GTAV189-955HMT		2.08
C0X362-GHOS-HMT952		0.312
XB1119-STASTP939-072HMT		0.312
NK009758-TURTL092-325AAA		0.624
PS4612-ASCBF515-387HMT		2.288
SPS481-BATMAN-HMT211		2.288
X36S796-WDTAK089-282HMT		2.08
HOM56-BALL-FILB-CLR-JJL617		3.9208
XB1995-BIOHA387-181HMT		2.08
P4BTN91-DPAD-SIVERZHF275		1.56
PS4938-DARVD372-259SZH		2.288
033131013-100M		7.28
033131013-100L		7.28
C0X119-DIGIGR-HMT769		0.312
SS-0-GREEN+PURPLE-LEAFZZ-8-TEA-218		0.5616
PS4S19-SLM-BTLFLG-HMT268		2.3295999
033131013-100S		7.28
SPTCVR16-EPT-BLU-DGHS901		1.7055999
SPTCVR67-EPT-PNK-DGHS298		1.7055999
XB1507-WADOG066-602HMT		2.08
NK001335-OWLSET082-881AAA		1.248
NK004298-OWL765-028AAA		0.624
XB1899-BTLFLG179-019HMT		0.312
PS3SISK-BLK55BLK-SZLC75		0.832
NK005327-DF366-317AAA		0.624
XB1008-BAFID973-351HMT		2.08
PS4S17-SLM-UNIVER-HMT988		2.3295999
NKERBRRG006123-TQBSET165-726AAA		3.224
PS4271-SECSO688-555HMT		2.288
AN6083B-M		17.68
YETI-203023-SKIISPOTS-HMT331		1.248
AN6083B-S		17.68
PS4733-AVP057-991HMT		2.288
PS4S10-SLM-WEEDS-HMT678		2.3295999
PS4282-KILZO218-169WZL		2.288
C0X183-WEDBLK-HMT816		0.312
NK006068-OPUS692-387AAA		0.624
C0P496-UNIVER-HMT336		0.312
X3SISK-BLU51BLK-SZLC85		0.832
S0P465-STARWAR-HMT210		2.288
NETLED60-1515PINK-RUSL236		4.576
SPS4529-DEDPOL198-397HMPT		2.288
PS4S23-SLM-PAINT-HMT193		2.3295999
HOVERSISK32-BLACK-XGS839		3.328
X36S303-BAFID180-916HMT		2.08
SPORT60-BIKSD-BLK001-NHL176		2.08
NK011617-PCOCK998-325AAA		0.624
C0X132-GHOS-HMT986		0.312
HOVER-TRX262-RAINBW-HMT275		2.288
PS3S130-ASIBF386-308HMT		1.248
YETI-10OZ30-AMERFLAG-HMT121		1.248
S0X168-BATMAN-HMT113		2.08
LIGTBAR00-VAULTBOY-TSION760		0.7488
PIN866-CSTLGLD88-SAR3		0.936
C0X113-STARWAR-HMT705		0.312
AN6083B-L		17.68
C0X182-REBLK-HMT831		0.312
NETLED89-1515COLOR-RUSL116		4.576
PS4S85-SLM-DOODL-HMT537		2.3295999
C0X398-SKULRED-HMT961		0.312
SPOR71-WRT-BA-GRN-YWX851		2.08
C0X126-MONEY-HMT870		0.312
P4BTN60-BUTN-SIVER-ZHF286		1.248
XB1902-ASSC980-034HMT		2.08
PS3S670-CODGO600-083HMT		1.248
WallPads86-4X90MM-GZPG211		3.27808
NEC93-MUTRG -GLD-SAR269		6.656
C0P439-PNKDIG-HMT786		0.312
PS3S112-LEGSH962-183HMT		1.248
CABL668-FLSH0098-25MM886		0.39519998
SPORT17-BIKBE-LV-SILV-NHL609		0.24960001
AN8003B-S		17.68
AN8003B-M		17.68
SP3S69-SKUNK-HMT636		1.664
AN8003B-L		17.68
SP3S83-MELT-HMT603		1.664
XB1987-SPMAN922-197SZH		2.08
