==================================
===      ebay-tqs      ===
==================================
==================================
===      Amazon-wsd      ===
==================================
		0.832
NETLED58-1515PURPL-RUSL967		4.576
PS4281-ASSAS86-323HMT		2.288
PS3SISK-BLU77BLK-SZLC25		0.832
BCLT98-ASYFYHST-GLD-SR6362		1.5807999
TRECDL71-12-LZL136		8.8192005
LE15-CANE-6PCS-HYZ663		7.9456
BTCUF63-RDKIWH-SAR837		3.744
XB1239-HALO179-722HMT		2.08
PS4515-GTAV028-758HMT		2.288
NETLED81-1515BLUE-RUSL235		4.576
LEGIN39-SKLUSCALE-SAR6		2.392
P4BTN69-BUTN-PURPL-ZHF576		1.248
NETLED75-2030YELLW-RUSL537		5.824
LEGIN16-HEART-SAR6		1.248
XB1702-SHERO293-739HMT		2.08
WINCDL30-IVY-6P-AKT968		6.1152
SS-GREY-MRTEAZZ-1-TEA-585		0.0
P4BTN60-DPAD-ROSRDZHF335		1.56
SPS4733-DEDPOL734-703HMPT		2.288
NK004123-OWLSET205-883AAA		1.248
PS3SISK-YLW89RED-SZLC86		0.832
YETI-10OZ98-FULLGREEN-HMT835		1.248
C0X131-GHOS-HMT777		0.312
SPS435-TORN-HMT168		2.288
XB1031-HALO117-389HMT		2.08
HOVER27-UNIVER-HMT262		2.184
HOM52-CRTBAL-25IN-PPL-FJYH270		1.872
PS3S966-WADOG575-501HMT		1.248
C0P416-LABUTTERFIE-HMT332		0.312
SPORT71-BIKBE-LV-PUR-NHL759		0.24960001
HOVERSISK30-BKRD-XGS767		3.328
SPORT23-BIKBE-LV-YEL-NHL106		0.24960001
NK008819-HEART730-303AAA		0.624
P4BTN76-BUTN-GOLD-ZHF358		1.248
SPS461-VATBOY-HMT276		2.288
PS4217-DIABL196-161HMT		2.288
5528342-8731001-5101-384007		7.904
PS4251-MLB953-711HMT		2.288
X36S990-FIFA097-737HMT		2.08
PS3CTL250-BLK-GRN-ZFAN966		8.736
NK008557-HERATSET881-071AAA		1.248
SPS4313-FOONFL513-938HMPT		2.288
P4BTN18-BUTN-GREEN-ZHF610		1.248
PS4683-ASSC943-029HMT		2.288
SPOR60-WRT-BA-CLR-YWX629		2.08
SPS473-KINHERT-HMT120		2.288
C0X198-DIGIRED-HMT737		0.312
S0X168-WIDW-HMT750		2.08
XB1650-CODGO610-986SZH		2.08
SPS406-SPIDERMAN-HMT283		2.288
P4BTN69-BUTN-COLORZHF365		1.248
C0P492-DIGIRED-HMT670		0.312
C0P419-TSMI-HMT028		0.312
PS3SISK-TRA85BLU-SZLC23		0.832
S0X328-TORN-HMT397		2.08
BTCUF25-RED-SAR276		1.248
033131001-130S		9.984
C0X127-WEDBLK-HMT653		0.312
033131015-701M		12.064
AA0101A-L		11.856
C0P455-FLGHORZ-HMT703		0.312
033131015-701L		12.064
AA0101A-M		11.856
033131015-701S		12.064
033132020-721L		10.192
033132020-721M		10.192
033132020-721S		10.192
ROP97-15MPUM-MD809		14.144
C0X186-SKULRED-HMT131		0.312
LEGIN22-METLBLA-SAR6		2.496
C0P363-DIGIRED-HMT602		0.312
SS-0-GREEN+RED-LEAFZZ-8-TEA-218		0.5616
C0P312-STARWAR-HMT165		0.312
5528502-0112001-2030-511001		4.576
SPORT11-BIKBE-BM-BLK-NHL661		3.536
HOM66-CRTBAL-25IN-BLU-FJYH625		1.872
SET3ER10-BOHE-GLD-SAR533		3.12
C0X136-BLUEFIRE-BTLFLG-HMT898		0.4576
C0X150-BTLFLG-HMT696		0.312
033131015-700M		12.064
033131015-700L		12.064
SPS496-CTLPNL-HMT306		2.08
LEGIN65-NOCARTOON-SAR6		1.248
SPS4152-P4LOGO266-871HMPT		2.288
AA0101A-S		11.856
X36S503-BTLFLG309-750HMT		0.312
P4BTN90-BUTN-RED-ZHF778		1.248
033131015-700S		12.064
WINCDL56-SLV-6P-AKT510		6.6976004
033131001-130M		9.984
033131001-130L		9.984
C0X119-REBLK-HMT579		0.312
SPS478-WIDW-HMT553		2.288
S0X118-BATMAN-HMT260		2.08
5528562-5722001-2030-548008		4.576
TRECDL60-6P-LZL869		6.136
KCH88-SPT-BLU-SGM296		1.248
XB1890-DARVD335-970HMT		2.08
5528002-5712001-2030-661002		4.576
C0P467-STARSPESV-HMT621		0.312
TOY63-HNDSPN-GREEN-XY159		3.12
PHE95-BAND-55IN-GZL369		0.728
WALSAVR87-90MM-GZPG382		1.63904
C0P367-WEED-HMT568		0.312
C0X313-GHOS-HMT672		0.312
NK002922-OWL258-960AAA		0.624
HOVER59-BLULIT-HMT566		2.184
NETLED89-2030COLOR-RUSL116		5.824
SPS4857-NIKE732-819HMPT		2.288
PS3S583-AUTO755-257HMT		1.248
TOY88-HNDSPN-BLACK-XY115		3.12
PS3S293-INJUT008-663HMT		1.248
HOVER85-NEBULA-HMT919		2.184
PS3SISK-TRA85WHI-SZLC56		0.832
PS3SISK-CAM22GRN-SZLC81		0.832
PS4S12-SLM-SPMAN-HMT568		2.3295999
ER008713-PCOCK299-261AAA		0.624
SPTCVR81-WLE-PNK-DGHS616		3.328
LIGTBAR20-CALLOFD-TSION350		0.7488
NKLC95-PULAT-5CHN-SR6618		3.1615999
X36S612-JOKMAN-HMT218		2.08
C0X158-FLGHORZ-HMT867		0.312
PS4973-AVP239-130HMT		2.288
S0X196-WHTALL-HMT387		2.08
SPS4206-REVIL506-906HMPT		2.288
C0P468-MINCFT-HMT056		0.312
NETLED58-1515RED-RUSL557		4.576
ROP90-12MWMW-MD693		11.648
C0P492-MONEYB-HMT373		0.312
XB1778-SOROM378-751HMT		2.08
YETI-203013-CPSBOTFIG-HMT138		1.248
XB1300-SPMAN517-019SZH		2.08
PS4263-ODDWD982-196HMT		2.288
X36S616-MLB617-777HMT		2.08
SPORT89-BIKBE-BM-SILV-NHL536		3.536
WINCDL67-IVY-2P-AKT509		2.4128
SPS439-FUGOLDEN-HMT621		2.288
5528332-1121001-3101-006009		5.824
PS4S70-SLM-WOODEN-HMT211		2.3295999
C0P377-LRED-HMT768		9.984
SPORT66-MTLX-BLU-HDL955		4.16
S0X107-VATBOY-HMT257		2.08
X36S916-GTAV175-617HMT		2.08
BTCUF28-BLK-SAR303		1.248
BTCUF61-DRKGRY-SAR983		1.248
PS4S52-SLM-BIOH-HMT565		2.3295999
LIGTBAR13-JORDAR-TSION333		0.7488
S0SW61-CABOBL-HMT266		1.664
C0P407-STARWAR-HMT126		0.312
C0P485-WEEDBLACK-HMT636		0.312
X36S039-LEGSH957-677HMT		2.08
LEGIN12-SQUARE-SAR6		3.536
C0P338-MINCFT-HMT673		0.312
NKERBR004029-TQBSET265-596AAA		3.224
P4BTN21-THUM-PURPL-ZHF666		1.248
CHKR66-PUNKMTL-SLV-SR6177		1.7784001
033131001-710S		10.816
C0X178-BTLFLG-HMT762		0.312
033131001-710L		10.816
PS3S693-FIFA156-715HMT		1.248
033131001-710M		10.816
HDG37-SLG-BLA-NIS820		1.664
BAKET68-SCALE-BLUE-HL378		8.736
PS4S18-SLM-GOLDEN-HMT288		2.3295999
PS4257-ASSAN878-875HMT		2.288
C0X113-WEDBLK-HMT802		0.312
LIGTBAR05-PS4LOGO-TSION062		0.7488
SPS456-BLUDMN-HMT900		2.288
PS3CTL535-BLK-YEL-ZFAN620		8.736
S0X110-TSMI-HMT266		2.08
PS3S589-DARKS722-958HMT		1.248
C0X177-DIGIPNK-HMT617		0.312
PS3SISK-RED86RED-SZLC63		0.832
9-GZPGS09-LOCK92-6L1K520-SS		6.2192
SPOR89-WRT-BA-BLU-YWX958		2.08
C0P416-SUHEROES-HMT839		0.312
C0X193-BTLFLG-NEBULA-HMT537		0.4576
C0X157-FLYPNK-HMT666		0.312
P4BTN80-BUTN-BLUEZHF602		1.248
PS3S961-BLUFR825-610HMT		1.248
SPORT95-MTLY-BLK-HDL206		9.36
PS4S72-SLM-WEDBLK-HMT978		2.3295999
C0P350-CRRED-HMT718		9.984
RINSET690-CRS-SLV-SAR551		2.808
NETLED75-1515YELLW-RUSL537		4.576
XB1518-CODGO932-757HMT		2.08
HOVER-T590-LITWAV-HMT899		2.288
XB36296-TOOL900-730GUL		0.52
YETI-203062-ANCBOTLGH-HMT620		1.248
SPS472-VATBOY-HMT279		2.288
S0SW96-EMOJI-HMT729		1.664
C0P431-REdSKULL-HMT251		0.312
033122001-300M		8.112
033122001-300L		8.112
ss-dec-ctl-008		1.248
ss-dec-ctl-003		0.312
ss-dec-ctl-002		0.312
C0X166-FLYPNK-HMT321		0.312
033122001-300S		8.112
PS4S69-SLM-DEDPOL-HMT697		2.3295999
ss-dec-ctl-004		0.312
HOVER61-BLUFRE-HMT008		2.184
PS3CTL29-3IN1-BLK-ZFAN226		6.24
PS4881-HALO783-506SZH		2.288
PS3S296-MLB155-917HMT		1.248
PHE19-BAND-47IN-GZL139		0.728
PROJECTLGT27-OUTDOOR-BOLN158		7.488
PS3S120-CODGO010-560HMT		1.248
LEGIN08-GRELEAF-SAR6		3.536
ROP59-9MCLR-MD568		8.736
PS4-C-TORNFLG82-26HMT		0.312
TOY16-HNDSPN-YELLOW-XY789		3.12
HDG75-SLG-GRN-NIS286		1.664
XB1751-WTNO637-871HMT		2.08
YETI-203067-FLGCOPDER-HMT137		1.248
PS4700-DASKL763-610HMT		2.288
ss-dec-ctl-012		0.312
SPTCVR52-WLE-BLU-DGHS611		3.328
LEG63-TCIP-BONELG-SRA570__L		0.0
ss-dec-ctl-018		0.312
ss-dec-ctl-017		0.312
C0P339-STARSTRIP-HMT762		0.312
LEG63-TCIP-BONELG-SRA570__M		0.0
ss-dec-ctl-019		0.312
P4BTN25-THUM-RED-ZHF662		1.248
LEG63-TCIP-BONELG-SRA570__S		0.0
ss-dec-ctl-013		0.312
ss-dec-ctl-016		0.312
ss-dec-ctl-015		0.312
XB1385-THIF207-736HMT		2.08
C0X318-WEDBLK-HMT996		0.312
XB1529-FIFA775-577HMT		2.08
X36S376-DARKS522-993HMT		2.08
SPS4360-DEDPOL726-163HMPT		2.288
ss-dec-ctl-021		0.312
SP3S38-REAP-HMT390		1.664
ss-dec-ctl-020		0.312
ss-dec-ctl-023		0.312
C0P488-PNKDIG-HMT263		0.312
ss-dec-ctl-022		0.312
HOVER-T111-GREFRE-HMT773		2.288
ss-dec-ctl-029		0.312
C0X317-STARWAR-HMT760		0.312
ss-dec-ctl-028		0.312
PS4250-UFC823-397HMT		2.288
ss-dec-ctl-025		0.312
ss-dec-ctl-024		0.312
ss-dec-ctl-027		0.312
ss-dec-ctl-026		0.312
C0X318-WEDBLK-HMT765		0.312
C0X361-BLUDMN-HMT770		0.312
HOVERSISK76-BLUE-XGS267		3.328
SPORT67-BIKLK-RING-NHL227		2.496
C0X199-HALO4-HMT011		0.312
KNIFE97-WATMELN-YAN786		0.728
C0P425-WEDBLK-HMT626		0.312
S0X320-SKUNK-HMT829		2.08
SPOR23-BLIN-13FT-SDL855		6.656
P4BTN69-THUM-ROSRD-ZHF369		1.248
XB1169-GTAV102-370HMT		2.08
S0SW35-ZELDA-HMT767		1.664
X36S711-BORLA128-926HMT		2.08
YETI-203017-EAGDERHUT-HMT969		1.248
6-WZLI2247-S0P4-66TSMI0315-SS		2.288
NKLC86-2LYRVTBAR-BLK-SR6818		1.352
LEGIN27-METSILR-SAR6		2.496
NK007699-BFLYCSET771-080AAA		1.248
C0X150-BLUEFIRE-SPIDERMAN-HMT680		0.4576
C0P456-MONEYB-HMT660		0.312
C0P366-CRSVLR-HMT866		9.984
PS3CTL627-PURE-BLK-ZFAN665		8.736
C0X389-DIGIRED-HMT611		0.312
PS4886-GOD735-837KTZ		2.288
NKERBRRG005692-TQBSET709-956AAA		3.224
C0X139-GIPNK-HMT215		0.312
WINCDL56-SLV-10P-AKT503		10.7744
HOVER02-NEOSPAT-HMT625		2.184
YETI-203039-BOATREDOG-HMT267		1.248
PS4753-SPMAN133-892SZH		2.288
YETI-203069-GLFYETDOG-HMT169		1.248
X3SISK-BLU50WHT-SZLC07		0.832
033131001-314S		9.984
WINCDL92-GLD-2P-AKT669		2.5792
HOM82-CRTBAL-32IN-RED-FJYH620		3.12
RE50-TA-SLV-SAR706		2.08
BAKET95-WAVE-PINK-HL331		8.736
033131001-314L		9.984
033131001-314M		9.984
SPS498-004GALAXY-HMT766		2.288
HOVER-TRX222-BLUFRE-HMT502		2.288
C0P466-VATBOY-HMT029		0.312
S0X129-VATBOY-HMT256		2.08
P4BTN85-BUTN-BLACKZHF587		1.248
PS4575-LOUS729-875HMT		2.288
033131013-109S		7.904
X36S720-WTNO370-820HMT		2.08
NK012965-HEART513-902AAA		0.624
S0SW68-ZELDA-HMT767		1.664
SPORT39-BIKBE-LV-BLK-NHL612		0.24960001
P4BTN18-DPAD-BLUEZHF371		1.56
XB1589-NEBULA566-528HMT		0.312
ROP17-6MBLU-MD376		6.24
PS4S90-SLM-SBLUEFIRE-HMT235		2.3295999
NK007799-BFLY939-555AAA		0.624
C0X176-JOBTMAN-HMT166		0.312
SPORT81-BIKBE-SM-BLK-NHL173		2.912
NK001751-OWNSET877-682AAA		1.248
HOVER-TRX269-LITWAV-HMT882		2.288
033131013-109M		7.904
S0X327-BIOH-HMT253		2.08
033131013-109L		7.904
XB1560-GOD283-156SZH		2.08
HOME69-XMS-TR-21M-GYY125		17.68
PS4266-SPMAN638-579SZH		2.288
PS3CTL003-CAMOU-ZFAN330		8.736
PS4351-MRSUS031-966HMT		2.288
HOVER01-PURLIT-HMT871		2.184
PS4090-GTAV015-867SZH		2.288
HOM20-CRTBAL-32IN-SLV-FJYH892		3.12
PS4S17-SLM-SKUNK-HMT509		2.3295999
C0P462-VATBOY-HMT031		0.312
SPORT31-S-SLQ919		3.328
BAKET35-WAVE-SEABLUE-HL652		8.736
X36S869-HALO315-169HMT		2.08
C0X326-FLYPNK-HMT536		0.312
YETI-203016-DODEERHUT-HMT102		1.248
PS4811-CODGO657-323HMT		2.288
P4BTN29-DPAD-BLACKZHF653		1.56
SPS419-DRAGBZ-HMT668		2.288
X36S989-NBA939-770HMT		2.08
5528312-9941001-5101-009008		7.904
BRAC50-9BD-BLU-SAR527		4.784
LEGIN12-STRIP-SAR6		1.248
SPORT90-BIKE-HORN-GZX968-BLA		0.14559999
PS4S72-SLM-TORNFLAG-HMT566		2.3295999
S0SW67-RBODOD-HMT392		1.664
C0P417-SKDRED-HMT921		0.312
PS4S86-SLM-BLUFIRE-HMT888		2.3295999
S0SW68-RBOWAV-HMT268		1.664
SS-PURPLE-LEAFZZ-8-TEA-218		0.5616
XB1276-BAFID912-630SZH		2.08
S0SW93-BLFIRE-HMT780		1.664
X36S883-DIABL062-930HMT		2.08
SPOR30-WRT-BA-BLK-YWX269		2.08
HOVERSISK31-WHITE-XGS996		3.328
XB1631-GUACA719-598HMT		2.08
BTCUF15-WHT-SAR981		1.248
C0P459-BLUEDAEMON-HMT176		0.312
X36S172-DIHOD593-526HMT		2.08
X36S133-DIABL662-206HMT		2.08
S0SW79-RBOSTRIP-HMT293		1.664
ER005108-DFSTONE680-868AAA		0.624
C0P408-JOBTMAN-HMT638		0.312
XB1503-NBA293-602HMT		2.08
HOVER-TRX290-GREFRE-HMT166		2.288
S0P498-DRABALL-HMT351		2.288
C0X192-BTLFLG-HMT766		0.312
SPORT10-BIKBE-RE-SILV-NHL687		0.4576
XB1827-TITAN963-950HMT		2.08
PS4220-CODGO298-599SZH		2.288
S0X116-REAP-HMT266		2.08
C0P425-BTLFLG-HMT366		0.312
PIN866-PRLGLD88-SAR3		0.936
PS4736-CODGO829-316HMT		2.288
C0P386-BLUEDAEMON-SPIDERMAN-HMT866		0.312
XB1639-ASSAN120-571SZH		2.08
C0P466-WEEDBLACK-HMT365		0.312
LEGIN30-MBLASTRPS-SAR6		6.656
PS3S911-CODBO188-509HMT		1.248
X36S378-NBA796-262HMT		2.08
HOM26-CRTBAL-25IN-SLV-FJYH955		1.872
BRAC90-MU11-GLD-SAR932		4.16
SPS431-VATBOY-HMT282		2.288
YETI-203088-PEKOPERA-HMT635		1.248
PS4369-ASSAN685-673SZH		2.288
C0P368-BTLFLG-HMT690		0.312
033131001-100M		9.984
C0P363-REBLK-HMT871		0.312
033131001-100L		9.984
PS3SISK-BLU08WHT-SZLC06		0.832
BTCUF10-GRY-SAR286		1.248
C0P370-BLUEDAEMON-BTLFLG-HMT938		0.312
C0P482-GHOSTOP-HMT665		0.312
033131001-100S		9.984
C0P481-BATORNST-HMT222		0.312
SPORT68-BIKE-HORN-GZX892-RED		0.14559999
XB1526-TITAN217-601SZH		2.08
S0P341-JOKMAN-HMT912		1.248
033131009-100M		9.36
033131009-100L		9.36
C0P397-SUHEROES-HMT339		0.312
YETI-203015-SUFRUDBOT-HMT668		1.248
PIN866-CSTLSLV88-SAR3		0.936
WINCDL58-GLD-10P-AKT697		10.7744
HOM62-CRTBAL-32IN-PPL-FJYH829		3.12
SPS456-005GALAXY-HMT129		2.288
S0X152-FSTM-HMT896		2.08
NETLED30-2030WHITE-RUSL763		5.824
033131009-100S		9.36
PS3SISK-BLK76GRE-SZLC88		0.832
RO91-MM-FLAT-6M-RUSE782		9.3392
C0P451-GREENDIG -HMT329		0.312
C0P436-MONEYB-HMT911		0.312
C0X356-3FLYPNK-HMT783		0.312
ROP36-15MBLU-MD736		13.52
LEGIN20-PURSCALE-SAR6		2.392
PS4266-NBA639-076HMT		2.288
XB1995-GTAV523-681SZH		2.08
SPORT56-BIKLK-CHAIN-NHL781		3.328
X3SISK-GRN32BLU-SZLC01		0.832
C0X183-DIGIRED-HMT706		0.312
BAKET32-WAVE-BRTGREN-HL926		8.736
ELTR61-BTRE-BLK-MENCOM361		9.36
C0X315-DIGIGRN-HMT576		0.312
X36S616-SKYRM553-935HMT		2.08
PS3S510-BATF4296-007HMT		1.248
C0X166-SMAN-HMT620		0.312
S0SW95-ZELDA-HMT399		1.664
HOVER-T133-PURLIT-HMT683		2.288
ROP66-6MCLR-MD127		6.24
TOY67-HNDSPN-BLUE-XY332		3.12
TOY92-HNDSPN-RED-XY959		3.12
HOM63-CRTWSB-30IN-WH-YKJM318		2.8496
S0X158-DOODLE-HMT133		2.08
LIGTBAR19-DRAGONB-TSION137		0.7488
TRECDL89-9-LZL161		6.76
SPORT51-BIKBE-SM-SILV-NHL630		2.912
ROP76-12MCLR-MD366		11.024
NEC69-5CIR-GLD-SAR176		4.368
S0SW19-STARS-HMT167		1.664
PS3S793-LEGVG201-912HMT		1.248
HOVER50-RAINBW-HMT965		2.184
XB1870-HALO802-659SZH		2.08
ROP53-6MWMW-MD207		6.656
033131001-213M		9.984
PS3SISK-BRW82WHT-SZLC05		0.832
033131001-213L		9.984
X36S305-CODGO087-768HMT		2.08
PS4682-CODGO950-895KTZ		2.288
XB1151-HOBB666-372HMT		2.08
033131001-213S		9.984
SPORT96-BIKBE-LV-RED-NHL985		0.24960001
C0X322-MINCFT-HMT020		0.312
CHKR81-METALGLD-SR6688		2.5895998
XB1892-ASSC907-035HMT		2.08
YETI-203020-BERDOGDER-HMT353		1.248
5528112-4342001-1501-439005		3.328
S0X170-BATMAN-HMT232		2.08
X36S671-SPMAN958-296HMT		0.312
NETLED77-2030WARMW-RUSL679		5.824
C0X330-SMAN-HMT873		0.312
S0X151-VATBOY-HMT258		2.08
YETI-203051-FLGDOGDER-HMT556		1.248
C0X318-BTLFLG-HMT660		0.312
NK001639-OWL127-883AAA		0.624
HDG53-SLG-KHA-NIS207		1.664
PS4276-CODGO813-970KTZ		2.288
8-GZPGS98-LOCK32-8L2K262-SS		7.8208
X36S940-JUWD011-238HMT		2.08
NETLED77-1515WARMW-RUSL679		4.576
C0P460-PINKBUTTERFIE-HMT912		0.312
P4BTN56-THUM-BLACK-ZHF606		1.248
P4BTN39-DPAD-GOLDZHF898		1.56
HOME95-CRYSTL-LED-2PCS-ZLL769		5.824
ROP77-6MPUM-MD979		6.656
C0P385-CRGOLD-HMT192		9.984
PS3S988-GTAV600-013HMT		1.248
SET3ER10-BOHE-SLV-SAR296		3.12
SPS4232-FIFVII838-355HMPT		2.288
HOVER-T559-GREFRE-HMT568		2.288
C0X339-BTLFLG-HMT256		0.312
C0X320-REBLK-HMT588		0.312
C0P425-PAINTS-HMT039		0.312
SPS456-BIOH-HMT682		2.288
SPORT16-BIKBE-RE-GLD-NHL667		0.4576
SET3ER56-8SHAPE-GLD-SAR730		2.808
C0X396-REBLK-HMT972		0.312
SPS456-BRIN-HMT816		2.288
C0P361-CRPUPL-HMT261		9.984
NETLED30-1515WHITE-RUSL763		4.576
BTCUF26-RDBKBG-SAR320		3.744
SPORT15-L-SLQ532		5.616
YETI-10OZ35-ROSEGREN-HMT955		1.248
LEGIN15-BLALSTIR-SAR5		1.248
WallPads96-2X65MM-GZPG217		2.6540802
PS4856-JUWD099-238HMT		2.288
X36S718-SOUPK236-885HMT		2.08
SPS401-STARWAR-HMT285		2.288
XB1185-MRSUS766-160HMT		2.08
C0P462-GHOS-HMT895		0.312
BTH15-KNEPAD-BL-JJNBSE670		9.36
C0X335-WEDBLK-HMT772		0.312
TRECDL61-6-LZL203		4.7008
C0P496-FLGHORZ-HMT326		0.312
BRAC65-MU11-SLV-SAR562		4.16
PS4697-GOD981-893SZH		2.288
NK010698-SKULL076-618AAA		0.624
X36S779-BLUFR915-982HMT		0.312
XB1556-CODGO731-368SZH		2.08
5528472-8342001-1501-743009		3.328
C0P433-LABUTTERFIE-HMT295		0.312
C0X195-BLUDMN-HMT207		0.312
SPS480-REAP-HMT721		2.288
TRECDL81-10P-LZL296		9.88
XB1922-BLUFR088-300HMT		0.312
PS4378-ASSC804-027HMT		2.288
C0X360-FLGHORZ-HMT575		0.312
HOVERSISK58-BKGR-XGS261		3.328
X36S086-ASCBF128-577HMT		2.08
C0X321-BLUEXP-HMT228		0.312
S0X182-CARPAN-HMT601		2.08
YETI-10OZ38-PURPPINK-HMT569		1.248
PROJECTLGT68-INDOOR-WJXA793		18.304
WINCDL81-SLV-2P-AKT626		2.5792
C0X189-BLUEXP-HMT738		0.312
PS4782-DIABL539-552HMT		2.288
PS3S781-CODGO863-792HMT		1.248
HOVER-T517-STARS-HMT659		2.288
TOOLX3SR-T8H-PHILP-888		0.52
SPS460-002GALAXY-HMT279		2.288
YETI-10OZ59-ROSEBLUE-HMT739		1.248
P4BTN19-DPAD-REDZHF265		1.56
C0P330-LYLW-HMT591		9.984
C0X171-SKULRED-HMT366		0.312
SPS498-CREAMW-HMT661		2.288
PS3S986-CPDMW372-330HMT		1.248
X36S667-WADOG195-865HMT		2.08
XB1076-DIABL687-678HMT		2.08
S0SW67-STASTRIP-HMT166		1.664
C0P395-MONEYA-HMT771		0.312
SS-RED-LEAFZZ-8-TEA-218		0.5616
BAKET66-WAVE-WHITE-HL203		8.736
PS4605-ACUNT277-018HMT		2.288
X36S770-BIGBAN628-607HMT		0.312
HOM56-GARD-10FT-LED-DY659		6.24
BTCUF68-BEIGE-SAR750		1.248
P4BTN63-THUM-BLUE-ZHF361		1.248
LIGTBAR32-STARWAR-TSION951		0.7488
C0X353-FLGHORZ-HMT181		0.312
NETLED58-2030GREN-RUSL557		5.824
P4BTN67-THUM-GREEN-ZHF356		1.248
X3SISK-BLK96GRN-SZLC95		0.832
SPS451-VATBOY-HMT281		2.288
5528352-5382001-1501-584004		3.328
C0X365-FLGSLNT-HMT166		0.312
033131009-300L		9.36
033131009-300M		9.36
PS4806-BATMA651-675HMT		2.288
2-GPLE19-HOVERBAG-91BLACK880-SS		3.328
ER52-TRIA-CSTL-SR6620		1.0753601
C0P421-REAPER-HMT665		0.312
SS-3GREREDPUP-LEAFZZ-5-TEA-329		0.5616
SPORT96-M-SLQ569		4.576
C0X357-DIGIPNK-HMT110		0.312
033131009-300S		9.36
YETI-203023-LIOELEDER-HMT193		1.248
5528772-1892001-2030-561005		4.576
ROP95-12MPUM-MD220		11.648
ROP53-9MWMW-MD222		9.152
X36S099-CODGO156-750HMT		2.08
X36S095-STASTP731-231HMT		0.312
XB1123-WEDBL776-171HMT		0.312
X36S866-INJUT621-212HMT		2.08
X36S139-PLZ212-776HMT		2.08
SS-0-RED+PURPLE-LEAFZZ-8-TEA-218		0.5616
S0X120-COLSKUL-HMT626		2.08
HOM75-CRTBAL-32IN-BLU-FJYH210		3.12
S0X122-MCFT-HMT366		2.08
WINCDL79-IVY-10P-AKT927		9.984
HOVER-TRX272-STARS-HMT786		2.288
LIGTBAR27-SPIDMAN-TSION335		0.7488
X3SISK-CAM16GRN-SZLC82		0.832
X3SISK-CAM75GRN-SZLC66		0.0
SS-GREEN-LEAFZZ-8-TEA-218		0.5616
S0X171-GLODEN-HMT599		2.08
S0SW16-RAINBOW-HMT815		1.664
HOVER-TRX289-PURLIT-HMT863		2.288
C0P423-BLUEEXPL-HMT317		0.312
S0X388-REAP-HMT886		2.08
PS3CTL658-COPPER-ZFAN522		8.736
NEC25-3CIRCRS-GLD-SAR901		4.888
HOVERSISK68-PINK-XGS620		3.328
C0X100-SUHEROES-HMT619		0.312
NKER001053-PERLSET018-865AAA		3.224
5528462-0122001-2030-671006		4.576
C0P367-BLUEDAEMON-WEEDS-HMT179		0.312
NK003005-OWL806-238AAA		0.624
SPS418-VATBOY-HMT277		2.288
PS4S17-SLM-005GALAXY-HMT517		2.3295999
LEGIN10-METBLUE-SAR6		2.496
PS3S867-ASINC198-909HMT		1.248
SPS4825-BTMAN526-155HMPT		2.288
SPS4675-DRAGBALL-HMT320		0.312
SPORT65-MTLY-BLU-HDL926		9.36
5528092-9982001-2030-461004		4.576
NK002131-OWLSET195-235AAA		1.248
033131001-611S		9.984
ROP57-9MPUM-MD589		9.152
033131001-611L		9.984
SPS462-003GALAXY-HMT539		2.288
XB1852-TORAD267-738HMT		2.08
033131001-611M		9.984
5528452-9802001-1501-384002		3.328
BAKET31-SCALE-PURP-HL357		8.736
C0X383-JOBTMAN-HMT138		0.312
PS3S698-NBA018-660HMT		1.248
S0X352-8WEED-HMT967		2.08
PS4027-GOD988-361SZH		2.288
SPORT66-MTLY-RED-HDL313		9.36
HOVER12-LITWAV-HMT201		2.184
BCLT90-ASYFYHST-SLV-SR6269		1.5807999
C0X398-DIGIGRN-HMT869		0.312
HOM61-CRTWSB-36IN-RED-YKJM932		3.2656
PS3SISK-BLU63BLK-SZLC22		0.832
YETI-203056-FLGTREHUT-HMT375		1.248
P4BTN39-THUM-SIVER-ZHF703		1.248
ROP61-15MWMW-MD899		14.144
C0P416-DIGIPNK-HMT657		0.312
C0P315-REBLK-HMT319		0.312
5528482-9482001-1501-002008		3.328
HOVER-T562-EMOJI-HMT962		2.288
XB1741-JUWD987-238HMT		2.08
PS4357-CODGO686-209HMT		2.288
SPS410-SKUNK-HMT396		2.288
C0X356-SUHEROES-HMT893		0.312
SPS476-BLCK-HMT163		2.288
S0X117-CODIII-HMT262		2.08
XB36335-SHELL226-060SZL		1.768
SPTCVR77-SEL-BLU-DGHS389		3.328
TOY31-HNDSPN-WHITE-XY110		3.12
XB1281-MRSUS522-650HMT		2.08
X36S367-CODBO766-881HMT		2.08
S0X122-WW2 B-HMT998		2.08
LEGIN66-LBLASTRPS-SAR6		6.656
C0P303-JOBTMAN-HMT330		0.312
PS3S091-JUWD945-238HMT		1.248
C0X116-MINCFT-HMT532		0.312
PS4S93-SLM-KINHERT-HMT600		2.3295999
SPS400-VATBOY-HMT280		2.288
6-GZPGS82-LOCK02-2L1K005-SS		2.74768
SPS461-GHOS-HMT909		2.288
X36S391-CODMW295-031HMT		2.08
RE63-MUTRG -SLV-SAR869		2.08
PS3S732-WTNO108-863HMT		1.248
P4BTN66-THUM-GOLD-ZHF653		1.248
HOVER-T556-BLUFRE-HMT260		2.288
C0X126-FLYLVN-HMT758		0.312
HOVER-TRX262-EMOJI-HMT536		2.288
